T.Prabhu Y.Mayya
A.Becker A.Rodgers
A.Becker B.Peterson
A.Becker C.Alcock
A.Becker C.Stubbs
A.Becker D.Alves
A.Becker D.Bennett
A.Becker J.Guern
A.Becker K.Cook
A.Becker K.Freeman
A.Becker K.Griest
A.Becker M.Lehner
A.Becker M.Pratt
A.Becker P.Quinn
A.Becker R.Allsman
A.Becker S.Marshall
A.Becker T.Axelrod
A.Becker W.Sutherland
A.Rodgers B.Peterson
A.Rodgers C.Alcock
A.Rodgers C.Stubbs
A.Rodgers D.Alves
A.Rodgers D.Bennett
A.Rodgers J.Guern
A.Rodgers K.Cook
A.Rodgers K.Freeman
A.Rodgers K.Griest
A.Rodgers M.Lehner
A.Rodgers M.Pratt
A.Rodgers P.Quinn
A.Rodgers R.Allsman
A.Rodgers S.Marshall
A.Rodgers T.Axelrod
A.Rodgers W.Sutherland
B.Peterson C.Alcock
B.Peterson C.Stubbs
B.Peterson D.Alves
B.Peterson D.Bennett
B.Peterson J.Guern
B.Peterson K.Cook
B.Peterson K.Freeman
B.Peterson K.Griest
B.Peterson M.Lehner
B.Peterson M.Pratt
B.Peterson P.Quinn
B.Peterson R.Allsman
B.Peterson S.Marshall
B.Peterson T.Axelrod
B.Peterson W.Sutherland
C.Alcock C.Stubbs
C.Alcock D.Alves
C.Alcock D.Bennett
C.Alcock J.Guern
C.Alcock K.Cook
C.Alcock K.Freeman
C.Alcock K.Griest
C.Alcock M.Lehner
C.Alcock M.Pratt
C.Alcock P.Quinn
C.Alcock R.Allsman
C.Alcock S.Marshall
C.Alcock T.Axelrod
C.Alcock W.Sutherland
C.Stubbs D.Alves
C.Stubbs D.Bennett
C.Stubbs J.Guern
C.Stubbs K.Cook
C.Stubbs K.Freeman
C.Stubbs K.Griest
C.Stubbs M.Lehner
C.Stubbs M.Pratt
C.Stubbs P.Quinn
C.Stubbs R.Allsman
C.Stubbs S.Marshall
C.Stubbs T.Axelrod
C.Stubbs W.Sutherland
D.Alves D.Bennett
D.Alves J.Guern
D.Alves K.Cook
D.Alves K.Freeman
D.Alves K.Griest
D.Alves M.Lehner
D.Alves M.Pratt
D.Alves P.Quinn
D.Alves R.Allsman
D.Alves S.Marshall
D.Alves T.Axelrod
D.Alves W.Sutherland
D.Bennett J.Guern
D.Bennett K.Cook
D.Bennett K.Freeman
D.Bennett K.Griest
D.Bennett M.Lehner
D.Bennett M.Pratt
D.Bennett P.Quinn
D.Bennett R.Allsman
D.Bennett S.Marshall
D.Bennett T.Axelrod
D.Bennett W.Sutherland
J.Guern K.Cook
J.Guern K.Freeman
J.Guern K.Griest
J.Guern M.Lehner
J.Guern M.Pratt
J.Guern P.Quinn
J.Guern R.Allsman
J.Guern S.Marshall
J.Guern T.Axelrod
J.Guern W.Sutherland
K.Cook K.Freeman
K.Cook K.Griest
K.Cook M.Lehner
K.Cook M.Pratt
K.Cook P.Quinn
K.Cook R.Allsman
K.Cook S.Marshall
K.Cook T.Axelrod
K.Cook W.Sutherland
K.Freeman K.Griest
K.Freeman M.Lehner
K.Freeman M.Pratt
K.Freeman P.Quinn
K.Freeman R.Allsman
K.Freeman S.Marshall
K.Freeman T.Axelrod
K.Freeman W.Sutherland
K.Griest M.Lehner
K.Griest M.Pratt
K.Griest P.Quinn
K.Griest R.Allsman
K.Griest S.Marshall
K.Griest T.Axelrod
K.Griest W.Sutherland
M.Lehner M.Pratt
M.Lehner P.Quinn
M.Lehner R.Allsman
M.Lehner S.Marshall
M.Lehner T.Axelrod
M.Lehner W.Sutherland
M.Pratt P.Quinn
M.Pratt R.Allsman
M.Pratt S.Marshall
M.Pratt T.Axelrod
M.Pratt W.Sutherland
P.Quinn R.Allsman
P.Quinn S.Marshall
P.Quinn T.Axelrod
P.Quinn W.Sutherland
R.Allsman S.Marshall
R.Allsman T.Axelrod
R.Allsman W.Sutherland
S.Marshall T.Axelrod
S.Marshall W.Sutherland
T.Axelrod W.Sutherland
A.Becker A.Rodgers
A.Becker B.Peterson
A.Becker C.Alcock
A.Becker C.Stubbs
A.Becker D.Alves
A.Becker D.Bennett
A.Becker D.Kilkenny
A.Becker D.Welch
A.Becker G.Clayton
A.Becker J.Guern
A.Becker K.Cook
A.Becker K.Freeman
A.Becker K.Griest
A.Becker M.Lehner
A.Becker M.Pratt
A.Becker P.Quinn
A.Becker R.Allsman
A.Becker S.Marshall
A.Becker T.Axelrod
A.Becker W.Sutherland
A.Rodgers B.Peterson
A.Rodgers C.Alcock
A.Rodgers C.Stubbs
A.Rodgers D.Alves
A.Rodgers D.Bennett
A.Rodgers D.Kilkenny
A.Rodgers D.Welch
A.Rodgers G.Clayton
A.Rodgers J.Guern
A.Rodgers K.Cook
A.Rodgers K.Freeman
A.Rodgers K.Griest
A.Rodgers M.Lehner
A.Rodgers M.Pratt
A.Rodgers P.Quinn
A.Rodgers R.Allsman
A.Rodgers S.Marshall
A.Rodgers T.Axelrod
A.Rodgers W.Sutherland
B.Peterson C.Alcock
B.Peterson C.Stubbs
B.Peterson D.Alves
B.Peterson D.Bennett
B.Peterson D.Kilkenny
B.Peterson D.Welch
B.Peterson G.Clayton
B.Peterson J.Guern
B.Peterson K.Cook
B.Peterson K.Freeman
B.Peterson K.Griest
B.Peterson M.Lehner
B.Peterson M.Pratt
B.Peterson P.Quinn
B.Peterson R.Allsman
B.Peterson S.Marshall
B.Peterson T.Axelrod
B.Peterson W.Sutherland
C.Alcock C.Stubbs
C.Alcock D.Alves
C.Alcock D.Bennett
C.Alcock D.Kilkenny
C.Alcock D.Welch
C.Alcock G.Clayton
C.Alcock J.Guern
C.Alcock K.Cook
C.Alcock K.Freeman
C.Alcock K.Griest
C.Alcock M.Lehner
C.Alcock M.Pratt
C.Alcock P.Quinn
C.Alcock R.Allsman
C.Alcock S.Marshall
C.Alcock T.Axelrod
C.Alcock W.Sutherland
C.Stubbs D.Alves
C.Stubbs D.Bennett
C.Stubbs D.Kilkenny
C.Stubbs D.Welch
C.Stubbs G.Clayton
C.Stubbs J.Guern
C.Stubbs K.Cook
C.Stubbs K.Freeman
C.Stubbs K.Griest
C.Stubbs M.Lehner
C.Stubbs M.Pratt
C.Stubbs P.Quinn
C.Stubbs R.Allsman
C.Stubbs S.Marshall
C.Stubbs T.Axelrod
C.Stubbs W.Sutherland
D.Alves D.Bennett
D.Alves D.Kilkenny
D.Alves D.Welch
D.Alves G.Clayton
D.Alves J.Guern
D.Alves K.Cook
D.Alves K.Freeman
D.Alves K.Griest
D.Alves M.Lehner
D.Alves M.Pratt
D.Alves P.Quinn
D.Alves R.Allsman
D.Alves S.Marshall
D.Alves T.Axelrod
D.Alves W.Sutherland
D.Bennett D.Kilkenny
D.Bennett D.Welch
D.Bennett G.Clayton
D.Bennett J.Guern
D.Bennett K.Cook
D.Bennett K.Freeman
D.Bennett K.Griest
D.Bennett M.Lehner
D.Bennett M.Pratt
D.Bennett P.Quinn
D.Bennett R.Allsman
D.Bennett S.Marshall
D.Bennett T.Axelrod
D.Bennett W.Sutherland
D.Kilkenny D.Welch
D.Kilkenny G.Clayton
D.Kilkenny J.Guern
D.Kilkenny K.Cook
D.Kilkenny K.Freeman
D.Kilkenny K.Griest
D.Kilkenny M.Lehner
D.Kilkenny M.Pratt
D.Kilkenny P.Quinn
D.Kilkenny R.Allsman
D.Kilkenny S.Marshall
D.Kilkenny T.Axelrod
D.Kilkenny W.Sutherland
D.Welch G.Clayton
D.Welch J.Guern
D.Welch K.Cook
D.Welch K.Freeman
D.Welch K.Griest
D.Welch M.Lehner
D.Welch M.Pratt
D.Welch P.Quinn
D.Welch R.Allsman
D.Welch S.Marshall
D.Welch T.Axelrod
D.Welch W.Sutherland
G.Clayton J.Guern
G.Clayton K.Cook
G.Clayton K.Freeman
G.Clayton K.Griest
G.Clayton M.Lehner
G.Clayton M.Pratt
G.Clayton P.Quinn
G.Clayton R.Allsman
G.Clayton S.Marshall
G.Clayton T.Axelrod
G.Clayton W.Sutherland
J.Guern K.Cook
J.Guern K.Freeman
J.Guern K.Griest
J.Guern M.Lehner
J.Guern M.Pratt
J.Guern P.Quinn
J.Guern R.Allsman
J.Guern S.Marshall
J.Guern T.Axelrod
J.Guern W.Sutherland
K.Cook K.Freeman
K.Cook K.Griest
K.Cook M.Lehner
K.Cook M.Pratt
K.Cook P.Quinn
K.Cook R.Allsman
K.Cook S.Marshall
K.Cook T.Axelrod
K.Cook W.Sutherland
K.Freeman K.Griest
K.Freeman M.Lehner
K.Freeman M.Pratt
K.Freeman P.Quinn
K.Freeman R.Allsman
K.Freeman S.Marshall
K.Freeman T.Axelrod
K.Freeman W.Sutherland
K.Griest M.Lehner
K.Griest M.Pratt
K.Griest P.Quinn
K.Griest R.Allsman
K.Griest S.Marshall
K.Griest T.Axelrod
K.Griest W.Sutherland
M.Lehner M.Pratt
M.Lehner P.Quinn
M.Lehner R.Allsman
M.Lehner S.Marshall
M.Lehner T.Axelrod
M.Lehner W.Sutherland
M.Pratt P.Quinn
M.Pratt R.Allsman
M.Pratt S.Marshall
M.Pratt T.Axelrod
M.Pratt W.Sutherland
P.Quinn R.Allsman
P.Quinn S.Marshall
P.Quinn T.Axelrod
P.Quinn W.Sutherland
R.Allsman S.Marshall
R.Allsman T.Axelrod
R.Allsman W.Sutherland
S.Marshall T.Axelrod
S.Marshall W.Sutherland
T.Axelrod W.Sutherland
D.Burstein F.Chen
D.Burstein H.Guo
D.Burstein H.Wu
D.Burstein H.Yan
D.Burstein J.Chen
D.Burstein J.Hester
D.Burstein J.Zhu
D.Burstein L.Fang
D.Burstein R.Windhorst
D.Burstein T.Chiueh
D.Burstein T.Lin
D.Burstein W.Chen
D.Burstein W.Sun
D.Burstein W.Tsay
D.Burstein X.Fan
D.Burstein X.Zhou
D.Burstein Y.Byun
D.Burstein Y.Chu
D.Burstein Y.Lu
D.Burstein Z.Deng
D.Burstein Z.Jiang
D.Burstein Z.Zheng
F.Chen H.Guo
F.Chen H.Wu
F.Chen H.Yan
F.Chen J.Chen
F.Chen J.Hester
F.Chen J.Zhu
F.Chen L.Fang
F.Chen R.Windhorst
F.Chen T.Chiueh
F.Chen T.Lin
F.Chen W.Chen
F.Chen W.Sun
F.Chen W.Tsay
F.Chen X.Fan
F.Chen X.Zhou
F.Chen Y.Byun
F.Chen Y.Chu
F.Chen Y.Lu
F.Chen Z.Deng
F.Chen Z.Jiang
F.Chen Z.Zheng
H.Guo H.Wu
H.Guo H.Yan
H.Guo J.Chen
H.Guo J.Hester
H.Guo J.Zhu
H.Guo L.Fang
H.Guo R.Windhorst
H.Guo T.Chiueh
H.Guo T.Lin
H.Guo W.Chen
H.Guo W.Sun
H.Guo W.Tsay
H.Guo X.Fan
H.Guo X.Zhou
H.Guo Y.Byun
H.Guo Y.Chu
H.Guo Y.Lu
H.Guo Z.Deng
H.Guo Z.Jiang
H.Guo Z.Zheng
H.Wu H.Yan
H.Wu J.Chen
H.Wu J.Hester
H.Wu J.Zhu
H.Wu L.Fang
H.Wu R.Windhorst
H.Wu T.Chiueh
H.Wu T.Lin
H.Wu W.Chen
H.Wu W.Sun
H.Wu W.Tsay
H.Wu X.Fan
H.Wu X.Zhou
H.Wu Y.Byun
H.Wu Y.Chu
H.Wu Y.Lu
H.Wu Z.Deng
H.Wu Z.Jiang
H.Wu Z.Zheng
H.Yan J.Chen
H.Yan J.Hester
H.Yan J.Zhu
H.Yan L.Fang
H.Yan R.Windhorst
H.Yan T.Chiueh
H.Yan T.Lin
H.Yan W.Chen
H.Yan W.Sun
H.Yan W.Tsay
H.Yan X.Fan
H.Yan X.Zhou
H.Yan Y.Byun
H.Yan Y.Chu
H.Yan Y.Lu
H.Yan Z.Deng
H.Yan Z.Jiang
H.Yan Z.Zheng
J.Chen J.Hester
J.Chen J.Zhu
J.Chen L.Fang
J.Chen R.Windhorst
J.Chen T.Chiueh
J.Chen T.Lin
J.Chen W.Chen
J.Chen W.Sun
J.Chen W.Tsay
J.Chen X.Fan
J.Chen X.Zhou
J.Chen Y.Byun
J.Chen Y.Chu
J.Chen Y.Lu
J.Chen Z.Deng
J.Chen Z.Jiang
J.Chen Z.Zheng
J.Hester J.Zhu
J.Hester L.Fang
J.Hester R.Windhorst
J.Hester T.Chiueh
J.Hester T.Lin
J.Hester W.Chen
J.Hester W.Sun
J.Hester W.Tsay
J.Hester X.Fan
J.Hester X.Zhou
J.Hester Y.Byun
J.Hester Y.Chu
J.Hester Y.Lu
J.Hester Z.Deng
J.Hester Z.Jiang
J.Hester Z.Zheng
J.Zhu L.Fang
J.Zhu R.Windhorst
J.Zhu T.Chiueh
J.Zhu T.Lin
J.Zhu W.Chen
J.Zhu W.Sun
J.Zhu W.Tsay
J.Zhu X.Fan
J.Zhu X.Zhou
J.Zhu Y.Byun
J.Zhu Y.Chu
J.Zhu Y.Lu
J.Zhu Z.Deng
J.Zhu Z.Jiang
J.Zhu Z.Zheng
L.Fang R.Windhorst
L.Fang T.Chiueh
L.Fang T.Lin
L.Fang W.Chen
L.Fang W.Sun
L.Fang W.Tsay
L.Fang X.Fan
L.Fang X.Zhou
L.Fang Y.Byun
L.Fang Y.Chu
L.Fang Y.Lu
L.Fang Z.Deng
L.Fang Z.Jiang
L.Fang Z.Zheng
R.Windhorst T.Chiueh
R.Windhorst T.Lin
R.Windhorst W.Chen
R.Windhorst W.Sun
R.Windhorst W.Tsay
R.Windhorst X.Fan
R.Windhorst X.Zhou
R.Windhorst Y.Byun
R.Windhorst Y.Chu
R.Windhorst Y.Lu
R.Windhorst Z.Deng
R.Windhorst Z.Jiang
R.Windhorst Z.Zheng
T.Chiueh T.Lin
T.Chiueh W.Chen
T.Chiueh W.Sun
T.Chiueh W.Tsay
T.Chiueh X.Fan
T.Chiueh X.Zhou
T.Chiueh Y.Byun
T.Chiueh Y.Chu
T.Chiueh Y.Lu
T.Chiueh Z.Deng
T.Chiueh Z.Jiang
T.Chiueh Z.Zheng
T.Lin W.Chen
T.Lin W.Sun
T.Lin W.Tsay
T.Lin X.Fan
T.Lin X.Zhou
T.Lin Y.Byun
T.Lin Y.Chu
T.Lin Y.Lu
T.Lin Z.Deng
T.Lin Z.Jiang
T.Lin Z.Zheng
W.Chen W.Sun
W.Chen W.Tsay
W.Chen X.Fan
W.Chen X.Zhou
W.Chen Y.Byun
W.Chen Y.Chu
W.Chen Y.Lu
W.Chen Z.Deng
W.Chen Z.Jiang
W.Chen Z.Zheng
W.Sun W.Tsay
W.Sun X.Fan
W.Sun X.Zhou
W.Sun Y.Byun
W.Sun Y.Chu
W.Sun Y.Lu
W.Sun Z.Deng
W.Sun Z.Jiang
W.Sun Z.Zheng
W.Tsay X.Fan
W.Tsay X.Zhou
W.Tsay Y.Byun
W.Tsay Y.Chu
W.Tsay Y.Lu
W.Tsay Z.Deng
W.Tsay Z.Jiang
W.Tsay Z.Zheng
X.Fan X.Zhou
X.Fan Y.Byun
X.Fan Y.Chu
X.Fan Y.Lu
X.Fan Z.Deng
X.Fan Z.Jiang
X.Fan Z.Zheng
X.Zhou Y.Byun
X.Zhou Y.Chu
X.Zhou Y.Lu
X.Zhou Z.Deng
X.Zhou Z.Jiang
X.Zhou Z.Zheng
Y.Byun Y.Chu
Y.Byun Y.Lu
Y.Byun Z.Deng
Y.Byun Z.Jiang
Y.Byun Z.Zheng
Y.Chu Y.Lu
Y.Chu Z.Deng
Y.Chu Z.Jiang
Y.Chu Z.Zheng
Y.Lu Z.Deng
Y.Lu Z.Jiang
Y.Lu Z.Zheng
Z.Deng Z.Jiang
Z.Deng Z.Zheng
Z.Jiang Z.Zheng
A.Bragaglia A.Renzini
A.Bragaglia F.Ferraro
A.Bragaglia F.Wesemael
A.Bragaglia J.Holberg
A.Bragaglia J.Liebert
A.Bragaglia R.Bohlin
A.Bragaglia R.Gilmozzi
A.Bragaglia S.Ortolani
A.Renzini F.Ferraro
A.Renzini F.Wesemael
A.Renzini J.Holberg
A.Renzini J.Liebert
A.Renzini R.Bohlin
A.Renzini R.Gilmozzi
A.Renzini S.Ortolani
F.Ferraro F.Wesemael
F.Ferraro J.Holberg
F.Ferraro J.Liebert
F.Ferraro R.Bohlin
F.Ferraro R.Gilmozzi
F.Ferraro S.Ortolani
F.Wesemael J.Holberg
F.Wesemael J.Liebert
F.Wesemael R.Bohlin
F.Wesemael R.Gilmozzi
F.Wesemael S.Ortolani
J.Holberg J.Liebert
J.Holberg R.Bohlin
J.Holberg R.Gilmozzi
J.Holberg S.Ortolani
J.Liebert R.Bohlin
J.Liebert R.Gilmozzi
J.Liebert S.Ortolani
R.Bohlin R.Gilmozzi
R.Bohlin S.Ortolani
R.Gilmozzi S.Ortolani
A.Kashlinsky J.Mather
A.Kashlinsky M.Hauser
A.Kashlinsky S.Odenwald
J.Mather M.Hauser
J.Mather S.Odenwald
M.Hauser S.Odenwald
A.Kashlinsky J.Mather
A.Kashlinsky M.Hauser
A.Kashlinsky S.Odenwald
J.Mather M.Hauser
J.Mather S.Odenwald
M.Hauser S.Odenwald
A.Kashlinsky J.Mather
A.Kashlinsky M.Hauser
A.Kashlinsky S.Odenwald
J.Mather M.Hauser
J.Mather S.Odenwald
M.Hauser S.Odenwald
R.Lovelace T.Chou
D.Verner E.Verner
D.Verner G.Ferland
E.Verner G.Ferland
M.Gasperini M.Giovannini
K.Maeda S.Suzuki
A.Popov Y.Ignat'ev
E.Gourgoulhon J.Frieben
E.Gourgoulhon J.Marck
E.Gourgoulhon S.Bonazzola
J.Frieben J.Marck
J.Frieben S.Bonazzola
J.Marck S.Bonazzola
K.Maeda N.Sakai
K.Maeda Y.Kim
N.Sakai Y.Kim
J.Luminet M.Lachieze-Rey
J.Luminet R.Lehoucq
M.Lachieze-Rey R.Lehoucq
H.Kim S.Chang
E.Copeland P.Saffin
C.Quigg I.Sarcevic
C.Quigg M.Reno
C.Quigg R.Gandhi
I.Sarcevic M.Reno
I.Sarcevic R.Gandhi
M.Reno R.Gandhi
G.Ingelman M.Thunman
G.Ingelman M.Thunman
A.Bottino G.Mignola
A.Bottino M.Olechowski
A.Bottino S.Scopel
G.Mignola M.Olechowski
G.Mignola S.Scopel
M.Olechowski S.Scopel
D.Píriz J.Wudka
D.Píriz M.Roy
J.Wudka M.Roy
A.Zhitnitsky R.Brandenberger
A.Milstein R.Shaisultanov
A.Milstein V.Baier
R.Shaisultanov V.Baier
C.Vaz L.Witten
G.Veneziano M.Gasperini
G.Veneziano R.Brustein
M.Gasperini R.Brustein
J.Lattimer P.Ellis
J.Lattimer S.Johns
P.Ellis S.Johns
C.Ratnam P.Bhattacharjee
C.Ratnam R.Cowsik
P.Bhattacharjee R.Cowsik
M.Akritas M.Bershady
R.Spurzem S.Aarseth
H.Negoro M.Takeuchi
H.Negoro R.Matsumoto
H.Negoro S.Mineshige
H.Negoro T.Manmoto
M.Takeuchi R.Matsumoto
M.Takeuchi S.Mineshige
M.Takeuchi T.Manmoto
R.Matsumoto S.Mineshige
R.Matsumoto T.Manmoto
S.Mineshige T.Manmoto
R.Narayan R.Sari
R.Narayan T.Piran
R.Sari T.Piran
P.Johnson R.Protheroe
D.Koester R.Napiwotzki
D.Koester S.Jordan
D.Koester T.Rauch
R.Napiwotzki S.Jordan
R.Napiwotzki T.Rauch
S.Jordan T.Rauch
D.Jones D.Robinson
D.Jones G.Gilmore
D.Jones N.Tanvir
D.Jones T.Hippel
D.Robinson G.Gilmore
D.Robinson N.Tanvir
D.Robinson T.Hippel
G.Gilmore N.Tanvir
G.Gilmore T.Hippel
N.Tanvir T.Hippel
L.Binette M.Villar-Martin
L.Binette R.Fosbury
M.Villar-Martin R.Fosbury
I.Yi J.Lasota
I.Yi R.Narayan
J.Lasota R.Narayan
P.Cote P.Fischer
C.Pryor J.Fletcher
C.Pryor J.Hesser
C.Pryor P.Cote
C.Pryor R.McClure
J.Fletcher J.Hesser
J.Fletcher P.Cote
J.Fletcher R.McClure
J.Hesser P.Cote
J.Hesser R.McClure
P.Cote R.McClure
J.Stadel P.Saha
J.Stadel S.Tremaine
P.Saha S.Tremaine
A.Heavens J.Peacock
A.Heavens W.Ballinger
J.Peacock W.Ballinger
D.McLaughlin R.Pudritz
A.Wolfe J.Prochaska
B.Smith P.Harvey
A.Songaila E.Hu
A.Songaila L.Cowie
A.Songaila R.Carlberg
E.Hu L.Cowie
E.Hu R.Carlberg
L.Cowie R.Carlberg
T.Kolatt T.Piran
A.Vikhlinin M.Markevitch
D.Crabtree D.Kaisler
D.Crabtree H.Richer
D.Crabtree W.Harris
D.Kaisler H.Richer
D.Kaisler W.Harris
H.Richer W.Harris
H.Zhao S.Mao
B.Rush H.Fink
B.Rush M.Malkan
B.Rush W.Voges
H.Fink M.Malkan
H.Fink W.Voges
M.Malkan W.Voges
N.Gouda T.Yano
A.Ferrara Y.Shchekinov
R.Protheroe T.Stanev
C.Pichon D.Lynden-Bell
D.Montes E.Martin
F.Matteucci G.Vladilo
F.Matteucci P.Molaro
G.Vladilo P.Molaro
M.Hilker M.Kissler-Patig
C.Yess K.Fisher
C.Yess S.Shandarin
K.Fisher S.Shandarin
C.Pichon D.Lynden-Bell
J.Navarro M.Steinmetz
B.Draine J.Weingartner
A.Albrecht D.Coulson
A.Albrecht J.Magueijo
A.Albrecht P.Ferreira
D.Coulson J.Magueijo
D.Coulson P.Ferreira
J.Magueijo P.Ferreira
R.Windhorst S.Driver
R.Windhorst S.Phillipps
R.Windhorst W.Couch
S.Driver S.Phillipps
S.Driver W.Couch
S.Phillipps W.Couch
A.Holloway A.Pedlar
A.Holloway W.Steffen
A.Pedlar W.Steffen
C.Churchill J.Charlton
J.Poutanen M.Begelman
J.Poutanen M.Sikora
J.Poutanen P.Magdziarz
M.Begelman M.Sikora
M.Begelman P.Magdziarz
M.Sikora P.Magdziarz
F.Labini L.Pietronero
D.Fixsen E.Cheng
D.Fixsen E.Wright
D.Fixsen J.Gales
D.Fixsen J.Mather
D.Fixsen R.Shafer
E.Cheng E.Wright
E.Cheng J.Gales
E.Cheng J.Mather
E.Cheng R.Shafer
E.Wright J.Gales
E.Wright J.Mather
E.Wright R.Shafer
J.Gales J.Mather
J.Gales R.Shafer
J.Mather R.Shafer
M.Birkel S.Sarkar
J.Hudon S.Lilly
A.Liddle D.Scott
A.Liddle M.White
A.Liddle P.Viana
D.Scott M.White
D.Scott P.Viana
M.White P.Viana
G.Israel L.Stella
G.Israel S.Mereghetti
L.Stella S.Mereghetti
C.Tout F.Rasio
C.Tout M.Livio
C.Tout S.Lubow
F.Rasio M.Livio
F.Rasio S.Lubow
M.Livio S.Lubow
A.Umana C.Tello
A.Umana C.Witebsky
A.Umana G.Amici
A.Umana G.Smoot
A.Umana M.Bensadoun
A.Umana M.Bersanelli
A.Umana M.Limon
A.Umana R.Casas
A.Umana S.Torres
A.Umana T.Villela
A.Umana V.Canon
C.Tello C.Witebsky
C.Tello G.Amici
C.Tello G.Smoot
C.Tello M.Bensadoun
C.Tello M.Bersanelli
C.Tello M.Limon
C.Tello R.Casas
C.Tello S.Torres
C.Tello T.Villela
C.Tello V.Canon
C.Witebsky G.Amici
C.Witebsky G.Smoot
C.Witebsky M.Bensadoun
C.Witebsky M.Bersanelli
C.Witebsky M.Limon
C.Witebsky R.Casas
C.Witebsky S.Torres
C.Witebsky T.Villela
C.Witebsky V.Canon
G.Amici G.Smoot
G.Amici M.Bensadoun
G.Amici M.Bersanelli
G.Amici M.Limon
G.Amici R.Casas
G.Amici S.Torres
G.Amici T.Villela
G.Amici V.Canon
G.Smoot M.Bensadoun
G.Smoot M.Bersanelli
G.Smoot M.Limon
G.Smoot R.Casas
G.Smoot S.Torres
G.Smoot T.Villela
G.Smoot V.Canon
M.Bensadoun M.Bersanelli
M.Bensadoun M.Limon
M.Bensadoun R.Casas
M.Bensadoun S.Torres
M.Bensadoun T.Villela
M.Bensadoun V.Canon
M.Bersanelli M.Limon
M.Bersanelli R.Casas
M.Bersanelli S.Torres
M.Bersanelli T.Villela
M.Bersanelli V.Canon
M.Limon R.Casas
M.Limon S.Torres
M.Limon T.Villela
M.Limon V.Canon
R.Casas S.Torres
R.Casas T.Villela
R.Casas V.Canon
S.Torres T.Villela
S.Torres V.Canon
T.Villela V.Canon
D.Syer S.Tremaine
G.Lewis L.Williams
C.Struck P.Appleton
C.Struck V.Charmandaris
P.Appleton V.Charmandaris
D.VandenBerg M.Bolte
D.VandenBerg P.Stetson
M.Bolte P.Stetson
F.Marleau G.Starkman
B.Sathyaprakash S.Shandarin
J.Hulst S.McGaugh
J.Hulst W.Blok
S.McGaugh W.Blok
R.Ritis S.Capozziello
A.Treves R.Turolla
A.Treves S.Zane
R.Turolla S.Zane
J.Poutanen R.Svensson
K.Jore M.Haynes
K.Jore R.Lovelace
M.Haynes R.Lovelace
A.Rosen D.Kelson
A.Rosen J.Bregman
D.Kelson J.Bregman
D.Branch E.Baron
D.Branch P.Hauschildt
D.Branch P.Nugent
E.Baron P.Hauschildt
E.Baron P.Nugent
P.Hauschildt P.Nugent
D.O'Donoghue K.Southwell
D.O'Donoghue M.Livio
D.O'Donoghue P.Charles
D.O'Donoghue W.Sutherland
K.Southwell M.Livio
K.Southwell P.Charles
K.Southwell W.Sutherland
M.Livio P.Charles
M.Livio W.Sutherland
P.Charles W.Sutherland
A.Khokhlov E.Oran
A.Khokhlov J.Wheeler
E.Oran J.Wheeler
B.Margon D.Fox
B.Margon F.Verbunt
B.Margon J.Paradijs
B.Margon W.Lewin
D.Fox F.Verbunt
D.Fox J.Paradijs
D.Fox W.Lewin
F.Verbunt J.Paradijs
F.Verbunt W.Lewin
J.Paradijs W.Lewin
J.Secker W.Harris
A.Linde D.Wands
A.Linde J.Garcia-Bellido
D.Wands J.Garcia-Bellido
D.Folini R.Walder
G.Kovacs J.Jurcsik
M.Kamionkowski N.Toumbas
E.Sandquist M.Bolte
E.Sandquist P.Stetson
M.Bolte P.Stetson
A.Songaila L.Cowie
K.Yamammoto M.Sasaki
K.Yamammoto T.Tanaka
M.Sasaki T.Tanaka
M.Sasaki T.Tanaka
B.Boyle G.Stewart
B.Boyle I.Georgantopoulos
B.Boyle N.Roche
B.Boyle O.Almaini
B.Boyle R.Griffiths
B.Boyle T.Shanks
G.Stewart I.Georgantopoulos
G.Stewart N.Roche
G.Stewart O.Almaini
G.Stewart R.Griffiths
G.Stewart T.Shanks
I.Georgantopoulos N.Roche
I.Georgantopoulos O.Almaini
I.Georgantopoulos R.Griffiths
I.Georgantopoulos T.Shanks
N.Roche O.Almaini
N.Roche R.Griffiths
N.Roche T.Shanks
O.Almaini R.Griffiths
O.Almaini T.Shanks
R.Griffiths T.Shanks
H.Fink H.Meyer
H.Fink K.Mannheim
H.Fink S.Westerhoff
H.Meyer K.Mannheim
H.Meyer S.Westerhoff
K.Mannheim S.Westerhoff
B.Funk D.Hartmann
B.Funk K.Mannheim
D.Hartmann K.Mannheim
K.Ratnatunga M.Im
K.Ratnatunga R.Griffiths
K.Ratnatunga S.Casertano
M.Im R.Griffiths
M.Im S.Casertano
R.Griffiths S.Casertano
A.Vazdekis E.Casuso
A.Vazdekis J.Beckman
A.Vazdekis R.Peletier
E.Casuso J.Beckman
E.Casuso R.Peletier
J.Beckman R.Peletier
B.Yanny D.Berk
B.Yanny D.York,
B.Yanny J.Quashnock
D.Berk D.York,
D.Berk J.Quashnock
D.York, J.Quashnock
G.Wright J.Graham
G.Wright M.Liu
J.Graham M.Liu
J.Fukumoto K.Okoshi
J.Fukumoto Y.Fujita
K.Okoshi Y.Fujita
D.Molteni D.Ryu
D.Molteni S.Chakrabarti
D.Ryu S.Chakrabarti
A.Cappi C.Benoist
A.Cappi L.Costa
A.Cappi R.Schaeffer
A.Cappi S.Maurogordato
C.Benoist L.Costa
C.Benoist R.Schaeffer
